Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
t67,0.0,0.0,0.0,528.1936868557144,430.3145177826039
t68,0.0,0.0,-0.0,528.1936868557144,373.4506088701039
t69,0.0,0.0,-0.0,528.1936868557144,315.9301314826039
t70,0.0,0.0,0.0,477.49574127962745,315.9301314826039
t71,0.0,0.0,-0.0,477.49574127962745,256.8648210826039
t72,0.0,0.0,0.0,425.3976432361492,256.8648210826039
t73,0.0,0.0,-0.0,425.3976432361492,195.75196839510392
t74,0.0,0.0,0.0,425.3976432361492,133.57136699510392
t75,0.0,0.0,-0.0,425.3976432361492,70.54831044510391
t76,0.0,0.0,0.0,425.3976432361492,6.7406369701039015
t77,0.0,0.0,-0.0,369.3772208774535,6.7406369701039015
t78,0.0,0.0,-0.0,312.9022591383231,6.7406369701039015
t79,0.0,0.0,0.0,255.75002706223611,6.7406369701039015
t80,0.0,0.0,-0.0,208.2062995233293,-0.0
t81,0.0,0.0,0.0,158.76522028261525,-0.0
t82,0.0,0.0,-0.0,113.22593634420835,-0.0
t83,0.0,0.0,0.0,71.67343683854342,0.0
t84,0.0,0.0,-0.0,34.10054451811813,-0.0
t85,0.0,0.0,-0.0,-0.0,0.0
t86,0.0,0.0,0.0,-0.0,-0.0
t87,0.0,0.0,-0.0,-0.0,-0.0
t88,0.0,0.0,0.0,-0.0,0.0
t89,0.0,0.0,-0.0,-0.0,-0.0
t90,0.0,0.0,0.0,-0.0,0.0
t91,0.0,0.0,-0.0,-0.0,-0.0
t92,0.0,0.0,0.0,-0.0,0.0
t93,0.0,0.0,-0.0,-0.0,-0.0
t94,0.0,0.0,-0.0,-0.0,-0.0
t95,0.0,0.0,0.0,-0.0,0.0
t96,0.0,0.0,-0.0,-0.0,-0.0
t97,0.0,0.0,0.0,-0.0,0.0
t98,0.0,0.0,-0.0,-0.0,-0.0
t99,0.0,0.0,0.0,-0.0,0.0
t100,0.0,0.0,-0.0,-0.0,-0.0
t101,0.0,0.0,0.0,-0.0,-0.0
t102,0.0,0.0,-0.0,-0.0,0.0
t103,0.0,0.0,-0.0,-0.0,-0.0
t104,0.0,0.0,0.0,-0.0,0.0
t105,0.0,0.0,-0.0,-0.0,-0.0
t106,0.0,0.0,0.0,-0.0,0.0
t107,0.0,0.0,-0.0,-0.0,-0.0
t108,0.0,0.0,0.0,-0.0,-0.0
t109,0.0,0.0,-0.0,-0.0,0.0
t110,0.0,0.0,0.0,-0.0,-0.0
t111,0.0,0.0,-0.0,-0.0,0.0
t112,0.0,0.0,-0.0,-0.0,-0.0
t113,0.0,0.0,0.0,-0.0,0.0
t114,0.0,0.0,-0.0,-0.0,-0.0
t115,0.0,0.0,0.0,-0.0,-0.0
t116,0.0,0.0,-0.0,-0.0,0.0
t117,0.0,0.0,0.0,-0.0,-0.0
t118,0.0,0.0,-0.0,-0.0,0.0
t119,0.0,0.0,0.0,-0.0,-0.0
t120,0.0,0.0,-0.0,-0.0,0.0
t121,0.0,0.0,-0.0,-0.0,-0.0
t122,0.0,0.0,0.0,-0.0,-0.0
t123,0.0,0.0,-0.0,-0.0,0.0
t124,0.0,0.0,0.0,-0.0,-0.0
t125,0.0,0.0,-0.0,-0.0,0.0
t126,0.0,0.0,0.0,-0.0,-0.0
t127,0.0,0.0,-0.0,-0.0,0.0
t128,0.0,0.0,0.0,-0.0,-0.0
t129,0.0,0.0,-0.0,-0.0,-0.0
t130,0.0,0.0,-0.0,-0.0,0.0
t131,0.0,0.0,0.0,-0.0,-0.0
t132,0.0,0.0,-0.0,-0.0,0.0
t133,0.0,0.0,0.0,-0.0,-0.0
t134,0.0,0.0,-0.0,-0.0,0.0
t135,0.0,0.0,0.0,-0.0,-0.0
t136,0.0,0.0,-0.0,-0.0,-0.0
t137,0.0,0.0,0.0,-0.0,0.0
t138,0.0,0.0,-0.0,-0.0,-0.0
t139,0.0,0.0,-0.0,-0.0,0.0
t140,0.0,0.0,0.0,-0.0,-0.0
t141,0.0,0.0,-0.0,-0.0,0.0
t142,0.0,0.0,0.0,-0.0,-0.0
t143,0.0,0.0,-0.0,-0.0,-0.0
t144,0.0,0.0,0.0,-0.0,0.0
t145,0.0,0.0,-0.0,-0.0,-0.0
t146,0.0,0.0,0.0,-0.0,0.0
t147,0.0,0.0,-0.0,-0.0,-0.0
t148,0.0,0.0,-0.0,-0.0,0.0
t149,0.0,0.0,0.0,-0.0,-0.0
