Year,Month,Day,Hour,Minute,Total PV Output (kW)
2012,1,1,0,0,0
2012,1,1,0,30,0
2012,1,1,1,0,0
2012,1,1,1,30,0
2012,1,1,2,0,0
2012,1,1,2,30,0
2012,1,1,3,0,0
2012,1,1,3,30,0
2012,1,1,4,0,0
2012,1,1,4,30,0
2012,1,1,5,0,0
2012,1,1,5,30,0
2012,1,1,6,0,0
2012,1,1,6,30,0
2012,1,1,7,0,0
2012,1,1,7,30,9460.723632
2012,1,1,8,0,18489.63616
2012,1,1,8,30,23283.07988
2012,1,1,9,0,25215.42551
2012,1,1,9,30,27161.29642
2012,1,1,10,0,26858.89794
2012,1,1,10,30,25267.82995
2012,1,1,11,0,25341.65443
2012,1,1,11,30,24833.53356
2012,1,1,12,0,23926.60314
2012,1,1,12,30,24256.37517
2012,1,1,13,0,25524.09213
2012,1,1,13,30,26207.53753
2012,1,1,14,0,26840.07577
2012,1,1,14,30,25757.17271
2012,1,1,15,0,24744.25264
2012,1,1,15,30,23500.72343
2012,1,1,16,0,14753.38215
2012,1,1,16,30,3180.418843
2012,1,1,17,0,0
2012,1,1,17,30,0
2012,1,1,18,0,0
2012,1,1,18,30,0
2012,1,1,19,0,0
2012,1,1,19,30,0
2012,1,1,20,0,0
2012,1,1,20,30,0
2012,1,1,21,0,0
2012,1,1,21,30,0
2012,1,1,22,0,0
2012,1,1,22,30,0
2012,1,1,23,0,0
2012,1,1,23,30,0
2012,1,2,0,0,0
2012,1,2,0,30,0
2012,1,2,1,0,0
2012,1,2,1,30,0
2012,1,2,2,0,0
2012,1,2,2,30,0
2012,1,2,3,0,0
2012,1,2,3,30,0
2012,1,2,4,0,0
2012,1,2,4,30,0
2012,1,2,5,0,0
2012,1,2,5,30,0
2012,1,2,6,0,0
2012,1,2,6,30,0
2012,1,2,7,0,0
2012,1,2,7,30,8744.276054
2012,1,2,8,0,19195.37185
2012,1,2,8,30,25274.59234
2012,1,2,9,0,26966.13721
2012,1,2,9,30,27368.4743
2012,1,2,10,0,26741.32144
2012,1,2,10,30,25957.45496
2012,1,2,11,0,25206.28729
2012,1,2,11,30,24677.45965
2012,1,2,12,0,24451.57065
2012,1,2,12,30,24080.089
2012,1,2,13,0,25382.75536
2012,1,2,13,30,26048.23767
2012,1,2,14,0,26649.73387
2012,1,2,14,30,26740.49385
2012,1,2,15,0,25580.39758
2012,1,2,15,30,23084.11298
2012,1,2,16,0,14515.19764
2012,1,2,16,30,3212.059865
2012,1,2,17,0,0
2012,1,2,17,30,0
2012,1,2,18,0,0
2012,1,2,18,30,0
2012,1,2,19,0,0
2012,1,2,19,30,0
2012,1,2,20,0,0
2012,1,2,20,30,0
2012,1,2,21,0,0
2012,1,2,21,30,0
2012,1,2,22,0,0
2012,1,2,22,30,0
2012,1,2,23,0,0
2012,1,2,23,30,0
2012,1,3,0,0,0
2012,1,3,0,30,0
2012,1,3,1,0,0
2012,1,3,1,30,0
2012,1,3,2,0,0
2012,1,3,2,30,0
2012,1,3,3,0,0
2012,1,3,3,30,0
2012,1,3,4,0,0
2012,1,3,4,30,0
2012,1,3,5,0,0
2012,1,3,5,30,0
2012,1,3,6,0,0
2012,1,3,6,30,0
2012,1,3,7,0,0
2012,1,3,7,30,8187.202573
2012,1,3,8,0,17003.37463
2012,1,3,8,30,22186.66132
2012,1,3,9,0,24984.29011
2012,1,3,9,30,26061.75936
2012,1,3,10,0,25759.7272
2012,1,3,10,30,24995.46838
2012,1,3,11,0,24249.65027
2012,1,3,11,30,23152.28497
2012,1,3,12,0,22836.87078
2012,1,3,12,30,23854.66614
2012,1,3,13,0,24377.1674
2012,1,3,13,30,25043.86339
2012,1,3,14,0,24674.91925
2012,1,3,14,30,24674.22415
2012,1,3,15,0,23502.22258
2012,1,3,15,30,22447.12356
2012,1,3,16,0,14314.9595
2012,1,3,16,30,3318.319237
2012,1,3,17,0,0
2012,1,3,17,30,0
2012,1,3,18,0,0
2012,1,3,18,30,0
2012,1,3,19,0,0
2012,1,3,19,30,0
2012,1,3,20,0,0
2012,1,3,20,30,0
2012,1,3,21,0,0
2012,1,3,21,30,0
2012,1,3,22,0,0
2012,1,3,22,30,0
2012,1,3,23,0,0
2012,1,3,23,30,0
2012,1,4,0,0,0
2012,1,4,0,30,0
2012,1,4,1,0,0
2012,1,4,1,30,0
2012,1,4,2,0,0
2012,1,4,2,30,0
2012,1,4,3,0,0
2012,1,4,3,30,0
2012,1,4,4,0,0
2012,1,4,4,30,0
2012,1,4,5,0,0
2012,1,4,5,30,0
2012,1,4,6,0,0
2012,1,4,6,30,0
2012,1,4,7,0,0
2012,1,4,7,30,9501.987802
2012,1,4,8,0,20724.67609
2012,1,4,8,30,25349.19142
2012,1,4,9,0,26889.95763
2012,1,4,9,30,27249.35323
2012,1,4,10,0,26762.10156
2012,1,4,10,30,26056.877
2012,1,4,11,0,25320.81637
2012,1,4,11,30,24806.84984
2012,1,4,12,0,24530.60442
2012,1,4,12,30,24869.81599
2012,1,4,13,0,25417.74937
2012,1,4,13,30,26040.66094
2012,1,4,14,0,26550.1735
2012,1,4,14,30,26694.65458
2012,1,4,15,0,25639.59038
2012,1,4,15,30,23333.0696
2012,1,4,16,0,15141.07417
2012,1,4,16,30,3619.805129
2012,1,4,17,0,0
2012,1,4,17,30,0
2012,1,4,18,0,0
2012,1,4,18,30,0
2012,1,4,19,0,0
2012,1,4,19,30,0
2012,1,4,20,0,0
2012,1,4,20,30,0
2012,1,4,21,0,0
2012,1,4,21,30,0
2012,1,4,22,0,0
2012,1,4,22,30,0
2012,1,4,23,0,0
2012,1,4,23,30,0
2012,1,5,0,0,0
2012,1,5,0,30,0
2012,1,5,1,0,0
2012,1,5,1,30,0
2012,1,5,2,0,0
2012,1,5,2,30,0
2012,1,5,3,0,0
2012,1,5,3,30,0
2012,1,5,4,0,0
2012,1,5,4,30,0
2012,1,5,5,0,0
2012,1,5,5,30,0
2012,1,5,6,0,0
2012,1,5,6,30,0
2012,1,5,7,0,0
2012,1,5,7,30,5475.622428
2012,1,5,8,0,12049.04817
2012,1,5,8,30,22561.87832
2012,1,5,9,0,25592.30396
2012,1,5,9,30,26966.21461
2012,1,5,10,0,26815.97427
2012,1,5,10,30,25904.95512
2012,1,5,11,0,25312.99798
2012,1,5,11,30,24800.39849
2012,1,5,12,0,24434.39234
2012,1,5,12,30,23052.52275
2012,1,5,13,0,24791.27595
2012,1,5,13,30,25298.36326
2012,1,5,14,0,26291.25198
2012,1,5,14,30,26263.88342
2012,1,5,15,0,25180.82769
2012,1,5,15,30,22772.83894
2012,1,5,16,0,15263.81066
2012,1,5,16,30,3878.154908
2012,1,5,17,0,0
2012,1,5,17,30,0
2012,1,5,18,0,0
2012,1,5,18,30,0
2012,1,5,19,0,0
2012,1,5,19,30,0
2012,1,5,20,0,0
2012,1,5,20,30,0
2012,1,5,21,0,0
2012,1,5,21,30,0
2012,1,5,22,0,0
2012,1,5,22,30,0
2012,1,5,23,0,0
2012,1,5,23,30,0
2012,1,6,0,0,0
2012,1,6,0,30,0
2012,1,6,1,0,0
2012,1,6,1,30,0
2012,1,6,2,0,0
2012,1,6,2,30,0
2012,1,6,3,0,0
2012,1,6,3,30,0
2012,1,6,4,0,0
2012,1,6,4,30,0
2012,1,6,5,0,0
2012,1,6,5,30,0
2012,1,6,6,0,0
2012,1,6,6,30,0
2012,1,6,7,0,0
2012,1,6,7,30,8925.517931
2012,1,6,8,0,19588.21401
2012,1,6,8,30,24201.032
2012,1,6,9,0,25942.50201
2012,1,6,9,30,26313.65179
2012,1,6,10,0,25855.88687
2012,1,6,10,30,25200.57899
2012,1,6,11,0,23986.51596
2012,1,6,11,30,24180.78531
2012,1,6,12,0,23417.24048
2012,1,6,12,30,23793.93939
2012,1,6,13,0,25016.4837
2012,1,6,13,30,25774.66452
2012,1,6,14,0,26360.04229
2012,1,6,14,30,26504.33413
2012,1,6,15,0,25456.21003
2012,1,6,15,30,23018.1749
2012,1,6,16,0,15146.46622
2012,1,6,16,30,4069.553131
2012,1,6,17,0,0
2012,1,6,17,30,0
2012,1,6,18,0,0
2012,1,6,18,30,0
2012,1,6,19,0,0
2012,1,6,19,30,0
2012,1,6,20,0,0
2012,1,6,20,30,0
2012,1,6,21,0,0
2012,1,6,21,30,0
2012,1,6,22,0,0
2012,1,6,22,30,0
2012,1,6,23,0,0
2012,1,6,23,30,0
2012,1,7,0,0,0
2012,1,7,0,30,0
2012,1,7,1,0,0
2012,1,7,1,30,0
2012,1,7,2,0,0
2012,1,7,2,30,0
2012,1,7,3,0,0
2012,1,7,3,30,0
2012,1,7,4,0,0
2012,1,7,4,30,0
2012,1,7,5,0,0
2012,1,7,5,30,0
2012,1,7,6,0,0
2012,1,7,6,30,0
2012,1,7,7,0,0
2012,1,7,7,30,7442.45676
2012,1,7,8,0,13745.31242
2012,1,7,8,30,16663.88897
2012,1,7,9,0,20392.80257
2012,1,7,9,30,23178.38985
2012,1,7,10,0,22740.71423
2012,1,7,10,30,23596.26301
2012,1,7,11,0,25322.04691
2012,1,7,11,30,23750.10594
2012,1,7,12,0,23587.34678
2012,1,7,12,30,23548.57704
2012,1,7,13,0,24155.57501
2012,1,7,13,30,25045.59321
2012,1,7,14,0,25408.71512
2012,1,7,14,30,25194.00732
2012,1,7,15,0,25113.84735
2012,1,7,15,30,22569.70833
2012,1,7,16,0,13923.97646
2012,1,7,16,30,3900.640776
2012,1,7,17,0,0
2012,1,7,17,30,0
2012,1,7,18,0,0
2012,1,7,18,30,0
2012,1,7,19,0,0
2012,1,7,19,30,0
2012,1,7,20,0,0
2012,1,7,20,30,0
2012,1,7,21,0,0
2012,1,7,21,30,0
2012,1,7,22,0,0
2012,1,7,22,30,0
2012,1,7,23,0,0
2012,1,7,23,30,0
2012,1,8,0,0,0
2012,1,8,0,30,0
2012,1,8,1,0,0
2012,1,8,1,30,0
2012,1,8,2,0,0
2012,1,8,2,30,0
2012,1,8,3,0,0
2012,1,8,3,30,0
2012,1,8,4,0,0
2012,1,8,4,30,0
2012,1,8,5,0,0
2012,1,8,5,30,0
2012,1,8,6,0,0
2012,1,8,6,30,0
2012,1,8,7,0,0
2012,1,8,7,30,9525.16757
2012,1,8,8,0,20730.81669
2012,1,8,8,30,25533.03475
2012,1,8,9,0,27261.63712
2012,1,8,9,30,29028.28271
2012,1,8,10,0,28306.06532
2012,1,8,10,30,27501.58903
2012,1,8,11,0,26643.70786
2012,1,8,11,30,26073.43815
2012,1,8,12,0,25677.04695
2012,1,8,12,30,25293.03707
2012,1,8,13,0,26486.67253
2012,1,8,13,30,27097.60552
2012,1,8,14,0,27707.78001
2012,1,8,14,30,27869.29735
2012,1,8,15,0,26971.09175
2012,1,8,15,30,24671.76984
2012,1,8,16,0,16813.49616
2012,1,8,16,30,5255.996891
2012,1,8,17,0,0
2012,1,8,17,30,0
2012,1,8,18,0,0
2012,1,8,18,30,0
2012,1,8,19,0,0
2012,1,8,19,30,0
2012,1,8,20,0,0
2012,1,8,20,30,0
2012,1,8,21,0,0
2012,1,8,21,30,0
2012,1,8,22,0,0
2012,1,8,22,30,0
2012,1,8,23,0,0
2012,1,8,23,30,0
2012,1,9,0,0,0
2012,1,9,0,30,0
2012,1,9,1,0,0
2012,1,9,1,30,0
2012,1,9,2,0,0
2012,1,9,2,30,0
2012,1,9,3,0,0
2012,1,9,3,30,0
2012,1,9,4,0,0
2012,1,9,4,30,0
2012,1,9,5,0,0
2012,1,9,5,30,0
2012,1,9,6,0,0
2012,1,9,6,30,0
2012,1,9,7,0,0
2012,1,9,7,30,8755.531147
2012,1,9,8,0,19195.27558
2012,1,9,8,30,25460.35342
2012,1,9,9,0,27175.64201
2012,1,9,9,30,27507.07945
2012,1,9,10,0,27000.77521
2012,1,9,10,30,26251.06707
2012,1,9,11,0,25435.5919
2012,1,9,11,30,24965.47303
2012,1,9,12,0,24648.417
2012,1,9,12,30,25014.91412
2012,1,9,13,0,25536.88442
2012,1,9,13,30,26188.79862
2012,1,9,14,0,26754.53483
2012,1,9,14,30,27073.5079
2012,1,9,15,0,26050.65569
2012,1,9,15,30,23769.81878
2012,1,9,16,0,16569.88219
2012,1,9,16,30,5518.085141
2012,1,9,17,0,0
2012,1,9,17,30,0
2012,1,9,18,0,0
2012,1,9,18,30,0
2012,1,9,19,0,0
2012,1,9,19,30,0
2012,1,9,20,0,0
2012,1,9,20,30,0
2012,1,9,21,0,0
2012,1,9,21,30,0
2012,1,9,22,0,0
2012,1,9,22,30,0
2012,1,9,23,0,0
2012,1,9,23,30,0
2012,1,10,0,0,0
2012,1,10,0,30,0
2012,1,10,1,0,0
2012,1,10,1,30,0
2012,1,10,2,0,0
2012,1,10,2,30,0
2012,1,10,3,0,0
2012,1,10,3,30,0
2012,1,10,4,0,0
2012,1,10,4,30,0
2012,1,10,5,0,0
2012,1,10,5,30,0
2012,1,10,6,0,0
2012,1,10,6,30,0
2012,1,10,7,0,0
2012,1,10,7,30,8667.526549
2012,1,10,8,0,19250.79419
2012,1,10,8,30,23961.791
2012,1,10,9,0,26840.73737
2012,1,10,9,30,27103.05669
2012,1,10,10,0,26511.32759
2012,1,10,10,30,25076.69546
2012,1,10,11,0,24529.62673
2012,1,10,11,30,24123.17562
2012,1,10,12,0,24483.67472
2012,1,10,12,30,24177.15752
2012,1,10,13,0,25352.03856
2012,1,10,13,30,25960.94765
2012,1,10,14,0,25577.02372
2012,1,10,14,30,24201.92126
2012,1,10,15,0,23660.25722
2012,1,10,15,30,17415.81825
2012,1,10,16,0,7312.720088
2012,1,10,16,30,2505.183182
2012,1,10,17,0,0
2012,1,10,17,30,0
2012,1,10,18,0,0
2012,1,10,18,30,0
2012,1,10,19,0,0
2012,1,10,19,30,0
2012,1,10,20,0,0
2012,1,10,20,30,0
2012,1,10,21,0,0
2012,1,10,21,30,0
2012,1,10,22,0,0
2012,1,10,22,30,0
2012,1,10,23,0,0
2012,1,10,23,30,0
2012,1,11,0,0,0
2012,1,11,0,30,0
2012,1,11,1,0,0
2012,1,11,1,30,0
2012,1,11,2,0,0
2012,1,11,2,30,0
2012,1,11,3,0,0
2012,1,11,3,30,0
2012,1,11,4,0,0
2012,1,11,4,30,0
2012,1,11,5,0,0
2012,1,11,5,30,0
2012,1,11,6,0,0
2012,1,11,6,30,0
2012,1,11,7,0,0
2012,1,11,7,30,1765.007221
2012,1,11,8,0,4294.985264
2012,1,11,8,30,8539.950236
2012,1,11,9,0,12102.35851
2012,1,11,9,30,14932.89179
2012,1,11,10,0,14956.94341
2012,1,11,10,30,17608.66448
2012,1,11,11,0,17225.44938
2012,1,11,11,30,17627.98994
2012,1,11,12,0,16744.70403
2012,1,11,12,30,16759.62172
2012,1,11,13,0,17784.36984
2012,1,11,13,30,17186.82795
2012,1,11,14,0,18786.79266
2012,1,11,14,30,21502.74268
2012,1,11,15,0,17342.9177
2012,1,11,15,30,7312.014491
2012,1,11,16,0,5338.545393
2012,1,11,16,30,1341.472431
2012,1,11,17,0,0
2012,1,11,17,30,0
2012,1,11,18,0,0
2012,1,11,18,30,0
2012,1,11,19,0,0
2012,1,11,19,30,0
2012,1,11,20,0,0
2012,1,11,20,30,0
2012,1,11,21,0,0
2012,1,11,21,30,0
2012,1,11,22,0,0
2012,1,11,22,30,0
2012,1,11,23,0,0
2012,1,11,23,30,0
2012,1,12,0,0,0
2012,1,12,0,30,0
2012,1,12,1,0,0
2012,1,12,1,30,0
2012,1,12,2,0,0
2012,1,12,2,30,0
2012,1,12,3,0,0
2012,1,12,3,30,0
2012,1,12,4,0,0
2012,1,12,4,30,0
2012,1,12,5,0,0
2012,1,12,5,30,0
2012,1,12,6,0,0
2012,1,12,6,30,0
2012,1,12,7,0,0
2012,1,12,7,30,891.2682912
2012,1,12,8,0,2435.140654
2012,1,12,8,30,4792.205847
2012,1,12,9,0,8958.491142
2012,1,12,9,30,11129.17518
2012,1,12,10,0,14175.77117
2012,1,12,10,30,14194.09447
2012,1,12,11,0,16226.89
2012,1,12,11,30,19057.19602
2012,1,12,12,0,18958.55649
2012,1,12,12,30,21150.36527
2012,1,12,13,0,24626.68212
2012,1,12,13,30,25089.69738
2012,1,12,14,0,26471.91287
2012,1,12,14,30,26323.7981
2012,1,12,15,0,26511.46807
2012,1,12,15,30,24400.6704
2012,1,12,16,0,17716.2726
2012,1,12,16,30,6804.576432
2012,1,12,17,0,0
2012,1,12,17,30,0
2012,1,12,18,0,0
2012,1,12,18,30,0
2012,1,12,19,0,0
2012,1,12,19,30,0
2012,1,12,20,0,0
2012,1,12,20,30,0
2012,1,12,21,0,0
2012,1,12,21,30,0
2012,1,12,22,0,0
2012,1,12,22,30,0
2012,1,12,23,0,0
2012,1,12,23,30,0
2012,1,13,0,0,0
2012,1,13,0,30,0
2012,1,13,1,0,0
2012,1,13,1,30,0
2012,1,13,2,0,0
2012,1,13,2,30,0
2012,1,13,3,0,0
2012,1,13,3,30,0
2012,1,13,4,0,0
2012,1,13,4,30,0
2012,1,13,5,0,0
2012,1,13,5,30,0
2012,1,13,6,0,0
2012,1,13,6,30,0
2012,1,13,7,0,0
2012,1,13,7,30,10075.49741
2012,1,13,8,0,21782.17024
2012,1,13,8,30,28146.06521
2012,1,13,9,0,29751.26805
2012,1,13,9,30,30138.00449
2012,1,13,10,0,29584.4032
2012,1,13,10,30,27966.91075
2012,1,13,11,0,27931.18967
2012,1,13,11,30,27373.75251
2012,1,13,12,0,26339.18791
2012,1,13,12,30,26582.37012
2012,1,13,13,0,27726.37487
2012,1,13,13,30,28408.09827
2012,1,13,14,0,27911.09797
2012,1,13,14,30,27538.29598
2012,1,13,15,0,26780.12606
2012,1,13,15,30,24156.2392
2012,1,13,16,0,18236.08786
2012,1,13,16,30,7211.860161
2012,1,13,17,0,0
2012,1,13,17,30,0
2012,1,13,18,0,0
2012,1,13,18,30,0
2012,1,13,19,0,0
2012,1,13,19,30,0
2012,1,13,20,0,0
2012,1,13,20,30,0
2012,1,13,21,0,0
2012,1,13,21,30,0
2012,1,13,22,0,0
2012,1,13,22,30,0
2012,1,13,23,0,0
2012,1,13,23,30,0
2012,1,14,0,0,0
2012,1,14,0,30,0
2012,1,14,1,0,0
2012,1,14,1,30,0
2012,1,14,2,0,0
2012,1,14,2,30,0
2012,1,14,3,0,0
2012,1,14,3,30,0
2012,1,14,4,0,0
2012,1,14,4,30,0
2012,1,14,5,0,0
2012,1,14,5,30,0
2012,1,14,6,0,0
2012,1,14,6,30,0
2012,1,14,7,0,0
2012,1,14,7,30,1486.746631
2012,1,14,8,0,3494.353427
2012,1,14,8,30,9324.435834
2012,1,14,9,0,6454.814445
2012,1,14,9,30,11681.27082
2012,1,14,10,0,12453.32827
2012,1,14,10,30,12643.87776
2012,1,14,11,0,11585.85929
2012,1,14,11,30,7365.371792
2012,1,14,12,0,12176.24648
2012,1,14,12,30,13782.20914
2012,1,14,13,0,12382.31366
2012,1,14,13,30,11750.38345
2012,1,14,14,0,11726.28375
2012,1,14,14,30,15116.88518
2012,1,14,15,0,13472.49476
2012,1,14,15,30,8792.944858
2012,1,14,16,0,8435.077429
2012,1,14,16,30,3457.434882
2012,1,14,17,0,0
2012,1,14,17,30,0
2012,1,14,18,0,0
2012,1,14,18,30,0
2012,1,14,19,0,0
2012,1,14,19,30,0
2012,1,14,20,0,0
2012,1,14,20,30,0
2012,1,14,21,0,0
2012,1,14,21,30,0
2012,1,14,22,0,0
2012,1,14,22,30,0
2012,1,14,23,0,0
2012,1,14,23,30,0
2012,1,15,0,0,0
2012,1,15,0,30,0
2012,1,15,1,0,0
2012,1,15,1,30,0
2012,1,15,2,0,0
2012,1,15,2,30,0
2012,1,15,3,0,0
2012,1,15,3,30,0
2012,1,15,4,0,0
2012,1,15,4,30,0
2012,1,15,5,0,0
2012,1,15,5,30,0
2012,1,15,6,0,0
2012,1,15,6,30,0
2012,1,15,7,0,0
2012,1,15,7,30,1533.102303
2012,1,15,8,0,2926.099297
2012,1,15,8,30,3467.409854
2012,1,15,9,0,6799.674321
2012,1,15,9,30,13122.93004
2012,1,15,10,0,16034.65553
2012,1,15,10,30,16663.41217
2012,1,15,11,0,16838.64571
2012,1,15,11,30,15211.01964
2012,1,15,12,0,9883.645834
2012,1,15,12,30,7177.031331
2012,1,15,13,0,6134.8602
2012,1,15,13,30,5504.869399
2012,1,15,14,0,8381.384906
2012,1,15,14,30,9025.453212
2012,1,15,15,0,5657.946781
2012,1,15,15,30,4281.232592
2012,1,15,16,0,7712.742318
2012,1,15,16,30,3125.558538
2012,1,15,17,0,0
2012,1,15,17,30,0
2012,1,15,18,0,0
2012,1,15,18,30,0
2012,1,15,19,0,0
2012,1,15,19,30,0
2012,1,15,20,0,0
2012,1,15,20,30,0
2012,1,15,21,0,0
2012,1,15,21,30,0
2012,1,15,22,0,0
2012,1,15,22,30,0
2012,1,15,23,0,0
2012,1,15,23,30,0
2012,1,16,0,0,0
2012,1,16,0,30,0
2012,1,16,1,0,0
2012,1,16,1,30,0
2012,1,16,2,0,0
2012,1,16,2,30,0
2012,1,16,3,0,0
2012,1,16,3,30,0
2012,1,16,4,0,0
2012,1,16,4,30,0
2012,1,16,5,0,0
2012,1,16,5,30,0
2012,1,16,6,0,0
2012,1,16,6,30,0
2012,1,16,7,0,65.72167831
2012,1,16,7,30,7477.733251
2012,1,16,8,0,2310.803174
2012,1,16,8,30,4433.445714
2012,1,16,9,0,1941.785911
2012,1,16,9,30,3071.3331
2012,1,16,10,0,5575.036528
2012,1,16,10,30,5578.076711
2012,1,16,11,0,4667.904767
2012,1,16,11,30,7076.105078
2012,1,16,12,0,9730.907362
2012,1,16,12,30,6246.333941
2012,1,16,13,0,3534.705472
2012,1,16,13,30,3157.867629
2012,1,16,14,0,1695.893428
2012,1,16,14,30,1550.37781
2012,1,16,15,0,1224.793419
2012,1,16,15,30,1507.744908
2012,1,16,16,0,1312.401269
2012,1,16,16,30,5215.459197
2012,1,16,17,0,0
2012,1,16,17,30,0
2012,1,16,18,0,0
2012,1,16,18,30,0
2012,1,16,19,0,0
2012,1,16,19,30,0
2012,1,16,20,0,0
2012,1,16,20,30,0
2012,1,16,21,0,0
2012,1,16,21,30,0
2012,1,16,22,0,0
2012,1,16,22,30,0
2012,1,16,23,0,0
2012,1,16,23,30,0
2012,1,17,0,0,0
2012,1,17,0,30,0
2012,1,17,1,0,0
2012,1,17,1,30,0
2012,1,17,2,0,0
2012,1,17,2,30,0
2012,1,17,3,0,0
2012,1,17,3,30,0
2012,1,17,4,0,0
2012,1,17,4,30,0
2012,1,17,5,0,0
2012,1,17,5,30,0
2012,1,17,6,0,0
2012,1,17,6,30,0
2012,1,17,7,0,152.5322053
2012,1,17,7,30,9115.795237
2012,1,17,8,0,19888.15467
2012,1,17,8,30,24730.31658
2012,1,17,9,0,28185.90037
2012,1,17,9,30,28849.75213
2012,1,17,10,0,28669.37354
2012,1,17,10,30,27895.60426
2012,1,17,11,0,27187.66492
2012,1,17,11,30,26626.87483
2012,1,17,12,0,26214.39655
2012,1,17,12,30,26561.7587
2012,1,17,13,0,27088.44982
2012,1,17,13,30,27746.03018
2012,1,17,14,0,28440.38468
2012,1,17,14,30,28810.08169
2012,1,17,15,0,28253.96412
2012,1,17,15,30,26331.2534
2012,1,17,16,0,20518.89472
2012,1,17,16,30,8995.29158
2012,1,17,17,0,0
2012,1,17,17,30,0
2012,1,17,18,0,0
2012,1,17,18,30,0
2012,1,17,19,0,0
2012,1,17,19,30,0
2012,1,17,20,0,0
2012,1,17,20,30,0
2012,1,17,21,0,0
2012,1,17,21,30,0
2012,1,17,22,0,0
2012,1,17,22,30,0
2012,1,17,23,0,0
2012,1,17,23,30,0
2012,1,18,0,0,0
2012,1,18,0,30,0
2012,1,18,1,0,0
2012,1,18,1,30,0
2012,1,18,2,0,0
2012,1,18,2,30,0
2012,1,18,3,0,0
2012,1,18,3,30,0
2012,1,18,4,0,0
2012,1,18,4,30,0
2012,1,18,5,0,0
2012,1,18,5,30,0
2012,1,18,6,0,0
2012,1,18,6,30,0
2012,1,18,7,0,129.8684326
2012,1,18,7,30,9834.640887
2012,1,18,8,0,20909.93239
2012,1,18,8,30,25083.04499
2012,1,18,9,0,26657.96119
2012,1,18,9,30,27332.61749
2012,1,18,10,0,28154.16524
2012,1,18,10,30,27413.70703
2012,1,18,11,0,26629.66031
2012,1,18,11,30,26116.38224
2012,1,18,12,0,25627.05751
2012,1,18,12,30,25987.73747
2012,1,18,13,0,26555.75115
2012,1,18,13,30,27254.79156
2012,1,18,14,0,27995.37823
2012,1,18,14,30,28275.64633
2012,1,18,15,0,27595.9059
2012,1,18,15,30,25659.80218
2012,1,18,16,0,20040.63209
2012,1,18,16,30,8865.290535
2012,1,18,17,0,0
2012,1,18,17,30,0
2012,1,18,18,0,0
2012,1,18,18,30,0
2012,1,18,19,0,0
2012,1,18,19,30,0
2012,1,18,20,0,0
2012,1,18,20,30,0
2012,1,18,21,0,0
2012,1,18,21,30,0
2012,1,18,22,0,0
2012,1,18,22,30,0
2012,1,18,23,0,0
2012,1,18,23,30,0
2012,1,19,0,0,0
2012,1,19,0,30,0
2012,1,19,1,0,0
2012,1,19,1,30,0
2012,1,19,2,0,0
2012,1,19,2,30,0
2012,1,19,3,0,0
2012,1,19,3,30,0
2012,1,19,4,0,0
2012,1,19,4,30,0
2012,1,19,5,0,0
2012,1,19,5,30,0
2012,1,19,6,0,0
2012,1,19,6,30,0
2012,1,19,7,0,132.9948201
2012,1,19,7,30,7669.380323
2012,1,19,8,0,15402.66414
2012,1,19,8,30,20100.02356
2012,1,19,9,0,24923.15128
2012,1,19,9,30,26880.41326
2012,1,19,10,0,26966.94971
2012,1,19,10,30,26675.82054
2012,1,19,11,0,25657.14477
2012,1,19,11,30,25437.24154
2012,1,19,12,0,24904.43768
2012,1,19,12,30,25322.23478
2012,1,19,13,0,26736.50942
2012,1,19,13,30,27384.13457
2012,1,19,14,0,27468.12911
2012,1,19,14,30,27441.89127
2012,1,19,15,0,26712.04476
2012,1,19,15,30,24260.40539
2012,1,19,16,0,19755.80442
2012,1,19,16,30,8773.930526
2012,1,19,17,0,0
2012,1,19,17,30,0
2012,1,19,18,0,0
2012,1,19,18,30,0
2012,1,19,19,0,0
2012,1,19,19,30,0
2012,1,19,20,0,0
2012,1,19,20,30,0
2012,1,19,21,0,0
2012,1,19,21,30,0
2012,1,19,22,0,0
2012,1,19,22,30,0
2012,1,19,23,0,0
2012,1,19,23,30,0
2012,1,20,0,0,0
2012,1,20,0,30,0
2012,1,20,1,0,0
2012,1,20,1,30,0
2012,1,20,2,0,0
2012,1,20,2,30,0
2012,1,20,3,0,0
2012,1,20,3,30,0
2012,1,20,4,0,0
2012,1,20,4,30,0
2012,1,20,5,0,0
2012,1,20,5,30,0
2012,1,20,6,0,0
2012,1,20,6,30,0
2012,1,20,7,0,182.3256269
2012,1,20,7,30,6123.080398
2012,1,20,8,0,7872.416643
2012,1,20,8,30,21387.15151
2012,1,20,9,0,24896.51551
2012,1,20,9,30,27011.39745
2012,1,20,10,0,27129.39895
2012,1,20,10,30,26622.05109
2012,1,20,11,0,25781.87666
2012,1,20,11,30,25335.88554
2012,1,20,12,0,24146.76459
2012,1,20,12,30,24254.85119
2012,1,20,13,0,25833.76484
2012,1,20,13,30,26375.05949
2012,1,20,14,0,26428.62835
2012,1,20,14,30,26450.76889
2012,1,20,15,0,24825.77299
2012,1,20,15,30,22158.19189
2012,1,20,16,0,13273.32749
2012,1,20,16,30,8122.354567
2012,1,20,17,0,50.00290399
2012,1,20,17,30,0
2012,1,20,18,0,0
2012,1,20,18,30,0
2012,1,20,19,0,0
2012,1,20,19,30,0
2012,1,20,20,0,0
2012,1,20,20,30,0
2012,1,20,21,0,0
2012,1,20,21,30,0
