Segment,1,Total
Zone,1,0
AnnualSum,4.869173029354651e-7,4.869173029354651e-7
t1,0.0,0.0
t2,0.0,0.0
t3,0.0,0.0
t4,0.0,0.0
t5,0.0,0.0
t6,0.0,0.0
t7,0.0,0.0
t8,0.0,0.0
t9,0.0,0.0
t10,0.0,0.0
t11,0.0,0.0
t12,0.0,0.0
t13,0.0,0.0
t14,0.0,0.0
t15,0.0,0.0
t16,0.0,0.0
t17,0.0,0.0
t18,0.0,0.0
t19,0.0,0.0
t20,0.0,0.0
t21,0.0,0.0
t22,0.0,0.0
t23,5.7472153614937404e-12,5.7472153614937404e-12
t24,5.7495713171739215e-12,5.7495713171739215e-12
t25,5.932486038784672e-12,5.932486038784672e-12
t26,5.721291778219973e-12,5.721291778219973e-12
t27,5.715028120303347e-12,5.715028120303347e-12
t28,5.711534553590127e-12,5.711534553590127e-12
t29,5.9131653364126526e-12,5.9131653364126526e-12
t30,5.7053634094962945e-12,5.7053634094962945e-12
t31,5.6968034872212536e-12,5.6968034872212536e-12
t32,5.695568032916112e-12,5.695568032916112e-12
t33,5.9016355061469844e-12,5.9016355061469844e-12
t34,5.691084383225645e-12,5.691084383225645e-12
t35,5.688859572600102e-12,5.688859572600102e-12
t36,5.6805499086981345e-12,5.6805499086981345e-12
t37,5.896553023799225e-12,5.896553023799225e-12
t38,5.677885178678722e-12,5.677885178678722e-12
t39,5.677824748350126e-12,5.677824748350126e-12
t40,5.6777916676241395e-12,5.6777916676241395e-12
t41,5.893639348528995e-12,5.893639348528995e-12
t42,5.671834861990175e-12,5.671834861990175e-12
t43,5.673980944411943e-12,5.673980944411943e-12
t44,5.676265136936601e-12,5.676265136936601e-12
t45,5.894528273134254e-12,5.894528273134254e-12
t46,5.672870617038983e-12,5.672870617038983e-12
t47,5.6761172263649e-12,5.6761172263649e-12
t48,5.679947652379055e-12,5.679947652379055e-12
t49,5.897637315600269e-12,5.897637315600269e-12
t50,5.6890401074644215e-12,5.6890401074644215e-12
t51,5.684660318324457e-12,5.684660318324457e-12
t52,5.689637835530818e-12,5.689637835530818e-12
t53,5.906925336838422e-12,5.906925336838422e-12
t54,5.7015878923700514e-12,5.7015878923700514e-12
t55,5.714919341056328e-12,5.714919341056328e-12
t56,5.705146968109141e-12,5.705146968109141e-12
t57,5.92028949916008e-12,5.92028949916008e-12
t58,5.7259919931074835e-12,5.7259919931074835e-12
t59,5.733978832503089e-12,5.733978832503089e-12
t60,5.738033623024445e-12,5.738033623024445e-12
t61,5.9306654592217225e-12,5.9306654592217225e-12
t62,5.730068759016797e-12,5.730068759016797e-12
t63,5.731594323644779e-12,5.731594323644779e-12
t64,0.0,0.0
t65,0.0,0.0
t66,0.0,0.0
t67,0.0,0.0
t68,0.0,0.0
t69,0.0,0.0
t70,0.0,0.0
t71,0.0,0.0
t72,0.0,0.0
t73,0.0,0.0
t74,0.0,0.0
t75,0.0,0.0
t76,0.0,0.0
t77,0.0,0.0
t78,0.0,0.0
t79,0.0,0.0
t80,0.0,0.0
t81,0.0,0.0
t82,0.0,0.0
t83,0.0,0.0
t84,0.0,0.0
t85,0.0,0.0
t86,0.0,0.0
t87,0.0,0.0
t88,0.0,0.0
t89,0.0,0.0
t90,0.0,0.0
t91,0.0,0.0
t92,0.0,0.0
t93,0.0,0.0
t94,5.700169259320733e-12,5.700169259320733e-12
t95,0.0,0.0
t96,0.0,0.0
t97,0.0,0.0
t98,0.0,0.0
t99,0.0,0.0
t100,0.0,0.0
t101,0.0,0.0
t102,0.0,0.0
t103,0.0,0.0
t104,0.0,0.0
t105,0.0,0.0
t106,0.0,0.0
t107,0.0,0.0
t108,0.0,0.0
t109,0.0,0.0
t110,0.0,0.0
t111,0.0,0.0
t112,0.0,0.0
t113,0.0,0.0
t114,0.0,0.0
t115,0.0,0.0
t116,0.0,0.0
t117,0.0,0.0
t118,0.0,0.0
t119,0.0,0.0
t120,0.0,0.0
t121,0.0,0.0
t122,0.0,0.0
t123,0.0,0.0
t124,0.0,0.0
t125,0.0,0.0
t126,0.0,0.0
t127,0.0,0.0
t128,0.0,0.0
t129,0.0,0.0
t130,0.0,0.0
t131,0.0,0.0
t132,0.0,0.0
t133,0.0,0.0
t134,0.0,0.0
t135,0.0,0.0
t136,0.0,0.0
t137,0.0,0.0
t138,0.0,0.0
t139,0.0,0.0
t140,0.0,0.0
t141,0.0,0.0
t142,0.0,0.0
t143,0.0,0.0
t144,0.0,0.0
t145,0.0,0.0
t146,0.0,0.0
t147,0.0,0.0
t148,0.0,0.0
t149,0.0,0.0
t150,0.0,0.0
t151,0.0,0.0
t152,0.0,0.0
t153,0.0,0.0
t154,0.0,0.0
t155,0.0,0.0
t156,0.0,0.0
t157,0.0,0.0
t158,0.0,0.0
t159,0.0,0.0
t160,0.0,0.0
t161,0.0,0.0
t162,0.0,0.0
t163,0.0,0.0
t164,0.0,0.0
t165,0.0,0.0
t166,0.0,0.0
t167,0.0,0.0
t168,0.0,0.0
t169,0.0,0.0
t170,0.0,0.0
t171,0.0,0.0
t172,0.0,0.0
t173,0.0,0.0
t174,0.0,0.0
t175,0.0,0.0
t176,0.0,0.0
t177,0.0,0.0
t178,0.0,0.0
t179,0.0,0.0
t180,0.0,0.0
t181,0.0,0.0
t182,0.0,0.0
t183,0.0,0.0
t184,0.0,0.0
t185,0.0,0.0
t186,0.0,0.0
t187,0.0,0.0
t188,0.0,0.0
t189,0.0,0.0
t190,0.0,0.0
t191,0.0,0.0
t192,0.0,0.0
t193,0.0,0.0
t194,0.0,0.0
t195,0.0,0.0
t196,0.0,0.0
t197,0.0,0.0
t198,0.0,0.0
t199,0.0,0.0
t200,0.0,0.0
t201,0.0,0.0
t202,0.0,0.0
t203,0.0,0.0
t204,0.0,0.0
t205,0.0,0.0
