Time,Weight
1,360.0
2,360.0
3,360.0
4,360.0
5,360.0
6,360.0
7,360.0
8,360.0
9,360.0
10,360.0
11,360.0
12,360.0
13,360.0
14,360.0
15,360.0
16,360.0
17,360.0
18,360.0
19,360.0
20,360.0
21,360.0
22,360.0
23,360.0
24,360.0
25,360.0
26,360.0
27,360.0
28,360.0
29,360.0
30,360.0
31,360.0
32,360.0
33,360.0
34,360.0
35,360.0
36,360.0
37,360.0
38,360.0
39,360.0
40,360.0
41,360.0
42,360.0
43,360.0
44,360.0
45,360.0
46,360.0
47,360.0
48,360.0
49,360.0
50,360.0
51,360.0
52,360.0
53,360.0
54,360.0
55,360.0
56,360.0
57,360.0
58,360.0
59,360.0
60,360.0
61,360.0
62,360.0
63,360.0
64,360.0
65,360.0
66,360.0
67,360.0
68,360.0
69,360.0
70,360.0
71,360.0
72,360.0
73,360.0
74,360.0
75,360.0
76,360.0
77,360.0
78,360.0
79,360.0
80,360.0
81,360.0
82,360.0
83,360.0
84,360.0
85,360.0
86,360.0
87,360.0
88,360.0
89,360.0
90,360.0
91,360.0
92,360.0
93,360.0
94,360.0
95,360.0
96,360.0
97,360.0
98,360.0
99,360.0
100,360.0
101,360.0
102,360.0
103,360.0
104,360.0
105,360.0
106,360.0
107,360.0
108,360.0
109,360.0
110,360.0
111,360.0
112,360.0
113,360.0
114,360.0
115,360.0
116,360.0
117,360.0
118,360.0
119,360.0
120,360.0
121,360.0
122,360.0
123,360.0
124,360.0
125,360.0
126,360.0
127,360.0
128,360.0
129,360.0
130,360.0
131,360.0
132,360.0
133,360.0
134,360.0
135,360.0
136,360.0
137,360.0
138,360.0
139,360.0
140,360.0
141,360.0
142,360.0
143,360.0
144,360.0
145,1.0
146,1.0
147,1.0
148,1.0
149,1.0
150,1.0
151,1.0
152,1.0
153,1.0
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,1.0
175,1.0
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,1.0
184,1.0
185,1.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,1.0
224,1.0
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
239,1.0
240,1.0
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
246,1.0
247,1.0
248,1.0
249,1.0
250,1.0
251,1.0
252,1.0
253,1.0
254,1.0
255,1.0
256,1.0
257,1.0
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.0
275,1.0
276,1.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,1.0
288,1.0
289,1.0
290,1.0
291,1.0
292,1.0
293,1.0
294,1.0
295,1.0
296,1.0
297,1.0
298,1.0
299,1.0
300,1.0
301,1.0
302,1.0
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,1.0
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,1.0
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.0
328,1.0
329,1.0
330,1.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
337,1.0
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,1.0
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,1.0
357,1.0
358,1.0
359,1.0
360,1.0
361,1.0
362,1.0
363,1.0
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,1.0
373,1.0
374,1.0
375,1.0
376,1.0
377,1.0
378,1.0
379,1.0
380,1.0
381,1.0
382,1.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0
394,1.0
395,1.0
396,1.0
397,1.0
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0
403,1.0
404,1.0
405,1.0
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.0
412,1.0
413,1.0
414,1.0
415,1.0
416,1.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,1.0
432,1.0
433,1.0
434,1.0
435,1.0
436,1.0
