Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
t111,0.0,0.0,-0.0,-0.0,-0.0
t112,0.0,0.0,-0.0,0.0,-0.0
t113,0.0,0.0,-0.0,-0.0,-0.0
t114,0.0,0.0,-0.0,-0.0,-0.0
t115,0.0,0.0,-0.0,-0.0,-0.0
t116,0.0,0.0,-0.0,-0.0,-0.0
t117,0.0,0.0,-0.0,0.0,0.0
t118,0.0,0.0,-0.0,-0.0,-0.0
t119,0.0,0.0,-0.0,0.0,0.0
t120,0.0,0.0,-0.0,-0.0,-0.0
t121,0.0,0.0,-0.0,0.0,0.0
t122,0.0,0.0,-0.0,-0.0,-0.0
t123,0.0,0.0,-0.0,-0.0,-0.0
t124,0.0,0.0,-0.0,-0.0,0.0
t125,0.0,0.0,-0.0,-0.0,-0.0
t126,0.0,0.0,-0.0,-0.0,0.0
t127,0.0,0.0,-0.0,-0.0,-0.0
t128,0.0,0.0,-0.0,-0.0,0.0
t129,0.0,0.0,-0.0,-0.0,-0.0
t130,0.0,0.0,-0.0,-0.0,-0.0
t131,0.0,0.0,-0.0,-0.0,0.0
t132,0.0,0.0,-0.0,-0.0,-0.0
t133,0.0,0.0,-0.0,-0.0,0.0
t134,0.0,0.0,-0.0,-0.0,-0.0
t135,0.0,0.0,-0.0,-0.0,-0.0
t136,0.0,0.0,-0.0,-0.0,-0.0
t137,0.0,0.0,-0.0,-0.0,-0.0
t138,0.0,0.0,-0.0,-0.0,0.0
t139,0.0,0.0,-0.0,-0.0,-0.0
t140,0.0,0.0,-0.0,-0.0,0.0
t141,0.0,0.0,-0.0,-0.0,-0.0
t142,0.0,0.0,-0.0,0.0,0.0
t143,0.0,0.0,-0.0,-0.0,-0.0
t144,0.0,0.0,-0.0,-0.0,-0.0
t145,0.0,0.0,-0.0,-0.0,0.0
t146,0.0,0.0,-0.0,-0.0,-0.0
t147,0.0,0.0,-0.0,-0.0,-0.0
t148,0.0,0.0,-0.0,-0.0,-0.0
t149,0.0,0.0,-0.0,-0.0,-0.0
t150,0.0,0.0,-0.0,-0.0,-0.0
t151,0.0,0.0,-0.0,-0.0,-0.0
t152,0.0,0.0,-0.0,-0.0,-0.0
t153,0.0,0.0,-0.0,-0.0,-0.0
t154,0.0,0.0,-0.0,-0.0,0.0
t155,0.0,0.0,-0.0,-0.0,-0.0
t156,0.0,0.0,-0.0,-0.0,-0.0
t157,0.0,0.0,-0.0,137.2999467391738,-0.0
t158,0.0,0.0,-0.0,368.35809755888454,-0.0
t159,0.0,0.0,-0.0,600.3144937384894,0.0
t160,0.0,0.0,-0.0,833.1565676756961,-0.0
t161,0.0,0.0,-0.0,1066.904250845997,-0.0
t162,0.0,0.0,-0.0,1301.5956529454995,-0.0
t163,0.0,0.0,-0.0,1537.2417198924963,-0.0
t164,0.0,0.0,-0.0,1773.6109589548573,-0.0
t165,0.0,0.0,-0.0,2010.7641828777826,-0.0
t166,0.0,0.0,-0.0,2248.6717964965796,-0.0
t167,0.0,0.0,-0.0,2487.341915101141,-0.0
t168,0.0,0.0,-0.0,2726.808188409066,-0.0
t169,0.0,0.0,-0.0,2966.969261869556,-0.0
t170,0.0,0.0,-0.0,3205.0189614851765,-0.0
